transaction_id,student_id,term_id,trans_dt,trans_type,amount,method
TX000000160,10000035,2025FA,2025-08-28,CHARGE,4881,BILLING
TX000000161,10000036,2025FA,2025-09-01,PAYMENT,1285,ACH
TX000000162,10000036,2025FA,2025-09-01,PAYMENT,642,CASH
TX000000163,10000036,2025FA,2025-09-01,PAYMENT,899,ACH
TX000000164,10000036,2025FA,2025-08-28,CHARGE,5283,BILLING
TX000000165,10000036,2025SP,2025-02-01,PAYMENT,278,ACH
TX000000166,10000036,2025SP,2025-01-20,CHARGE,3694,BILLING
TX000000167,10000037,2025FA,2025-09-01,PAYMENT,1994,CARD
TX000000168,10000037,2025FA,2025-08-28,CHARGE,8092,BILLING
TX000000169,10000037,2025SP,2025-02-01,PAYMENT,430,CASH
TX000000170,10000037,2025SP,2025-02-01,PAYMENT,1401,ACH
TX000000171,10000037,2025SP,2025-01-20,CHARGE,8762,BILLING
TX000000172,10000038,2025FA,2025-09-01,PAYMENT,853,CARD
TX000000173,10000038,2025FA,2025-09-01,PAYMENT,1589,ACH
TX000000174,10000038,2025FA,2025-08-28,CHARGE,6584,BILLING
TX000000175,10000039,2025FA,2025-09-01,PAYMENT,1743,CASH
TX000000176,10000039,2025FA,2025-08-28,CHARGE,6068,BILLING
TX000000177,10000040,2025FA,2025-09-01,PAYMENT,564,CARD
TX000000178,10000040,2025FA,2025-09-01,PAYMENT,1418,ACH
TX000000179,10000040,2025FA,2025-08-28,CHARGE,4662,BILLING
TX000000180,10000041,2025FA,2025-09-01,PAYMENT,518,CASH
TX000000181,10000041,2025FA,2025-08-28,CHARGE,4764,BILLING
TX000000182,10000042,2025FA,2025-09-01,PAYMENT,1362,CASH
TX000000183,10000042,2025FA,2025-08-28,CHARGE,6553,BILLING
TX000000184,10000043,2025FA,2025-09-01,PAYMENT,1974,CASH
TX000000185,10000043,2025FA,2025-09-01,PAYMENT,1762,CASH
TX000000186,10000043,2025FA,2025-09-01,PAYMENT,1510,ACH
TX000000187,10000043,2025FA,2025-08-28,CHARGE,4836,BILLING
TX000000188,10000043,2025SP,2025-02-01,PAYMENT,1401,CARD
TX000000189,10000043,2025SP,2025-01-20,CHARGE,4045,BILLING
TX000000190,10000044,2025FA,2025-09-01,PAYMENT,471,CARD
TX000000191,10000044,2025FA,2025-08-28,CHARGE,4589,BILLING
TX000000192,10000045,2025FA,2025-09-01,PAYMENT,727,ACH
TX000000193,10000045,2025FA,2025-09-01,PAYMENT,1570,CASH
TX000000194,10000045,2025FA,2025-08-28,CHARGE,9247,BILLING
TX000000195,10000045,2025SP,2025-02-01,PAYMENT,667,ACH
TX000000196,10000045,2025SP,2025-01-20,CHARGE,9228,BILLING
TX000000197,10000046,2025FA,2025-09-01,PAYMENT,870,ACH
TX000000198,10000046,2025FA,2025-09-01,PAYMENT,1678,CASH
TX000000199,10000046,2025FA,2025-09-01,PAYMENT,1592,ACH
TX000000200,10000046,2025FA,2025-08-28,CHARGE,8590,BILLING
TX000000201,10000047,2025FA,2025-09-01,PAYMENT,429,CARD
TX000000202,10000047,2025FA,2025-09-01,PAYMENT,584,CARD
TX000000203,10000047,2025FA,2025-09-01,PAYMENT,666,ACH
TX000000204,10000047,2025FA,2025-08-28,CHARGE,5639,BILLING
TX000000205,10000048,2025FA,2025-09-01,PAYMENT,487,ACH
TX000000206,10000048,2025FA,2025-09-01,PAYMENT,1962,CARD
TX000000207,10000048,2025FA,2025-09-01,PAYMENT,1761,CARD
TX000000208,10000048,2025FA,2025-08-28,CHARGE,4779,BILLING
TX000000209,10000049,2025FA,2025-09-01,PAYMENT,1838,CARD
TX000000210,10000049,2025FA,2025-08-28,CHARGE,8187,BILLING
TX000000211,10000049,2025SP,2025-02-01,PAYMENT,227,CARD
TX000000212,10000049,2025SP,2025-02-01,PAYMENT,1738,ACH
TX000000213,10000049,2025SP,2025-01-20,CHARGE,4689,BILLING
TX000000214,10000050,2025FA,2025-09-01,PAYMENT,759,CASH
TX000000215,10000050,2025FA,2025-08-28,CHARGE,5722,BILLING
TX000000216,10000051,2025FA,2025-09-01,PAYMENT,552,CASH
TX000000217,10000051,2025FA,2025-09-01,PAYMENT,531,CARD
TX000000218,10000051,2025FA,2025-09-01,PAYMENT,918,CARD
TX000000219,10000051,2025FA,2025-08-28,CHARGE,4905,BILLING
TX000000220,10000051,2025SP,2025-02-01,PAYMENT,1317,CASH
TX000000221,10000051,2025SP,2025-02-01,PAYMENT,856,ACH
TX000000222,10000051,2025SP,2025-01-20,CHARGE,5240,BILLING
TX000000223,10000052,2025FA,2025-09-01,PAYMENT,703,CARD
TX000000224,10000052,2025FA,2025-08-28,CHARGE,5932,BILLING
TX000000225,10000053,2025FA,2025-09-01,PAYMENT,1379,ACH
TX000000226,10000053,2025FA,2025-09-01,PAYMENT,372,CASH
TX000000227,10000053,2025FA,2025-08-28,CHARGE,5072,BILLING
TX000000228,10000053,2025SP,2025-02-01,PAYMENT,542,CASH
TX000000229,10000053,2025SP,2025-01-20,CHARGE,4720,BILLING
TX000000230,10000054,2025FA,2025-09-01,PAYMENT,1721,CASH
TX000000231,10000054,2025FA,2025-09-01,PAYMENT,1523,ACH
TX000000232,10000054,2025FA,2025-08-28,CHARGE,5523,BILLING
TX000000233,10000055,2025FA,2025-09-01,PAYMENT,510,CARD
TX000000234,10000055,2025FA,2025-09-01,PAYMENT,709,ACH
TX000000235,10000055,2025FA,2025-09-01,PAYMENT,843,CASH
TX000000236,10000055,2025FA,2025-08-28,CHARGE,5021,BILLING
TX000000237,10000055,2025SP,2025-02-01,PAYMENT,1455,CASH
TX000000238,10000055,2025SP,2025-02-01,PAYMENT,734,CASH
TX000000239,10000055,2025SP,2025-02-01,PAYMENT,1303,ACH
TX000000240,10000055,2025SP,2025-01-20,CHARGE,3830,BILLING
TX000000241,10000056,2025FA,2025-09-01,PAYMENT,1058,CARD
TX000000242,10000056,2025FA,2025-08-28,CHARGE,4354,BILLING
TX000000243,10000057,2025FA,2025-09-01,PAYMENT,1299,ACH
TX000000244,10000057,2025FA,2025-08-28,CHARGE,5547,BILLING
TX000000245,10000058,2025FA,2025-09-01,PAYMENT,1436,ACH
TX000000246,10000058,2025FA,2025-09-01,PAYMENT,1677,CARD
TX000000247,10000058,2025FA,2025-09-01,PAYMENT,1371,CARD
TX000000248,10000058,2025FA,2025-08-28,CHARGE,8010,BILLING
TX000000249,10000059,2025FA,2025-09-01,PAYMENT,791,CASH
TX000000250,10000059,2025FA,2025-09-01,PAYMENT,509,ACH
TX000000251,10000059,2025FA,2025-09-01,PAYMENT,298,CARD
TX000000252,10000059,2025FA,2025-08-28,CHARGE,6625,BILLING
TX000000253,10000059,2025SP,2025-02-01,PAYMENT,384,CASH
TX000000254,10000059,2025SP,2025-02-01,PAYMENT,1359,CASH
TX000000255,10000059,2025SP,2025-01-20,CHARGE,8165,BILLING
TX000000256,10000060,2025FA,2025-09-01,PAYMENT,277,CASH
TX000000257,10000060,2025FA,2025-09-01,PAYMENT,1268,ACH
TX000000258,10000060,2025FA,2025-08-28,CHARGE,4853,BILLING
TX000000259,10000060,2025SP,2025-02-01,PAYMENT,1082,ACH
TX000000260,10000060,2025SP,2025-01-20,CHARGE,9268,BILLING
TX000000261,10000061,2025FA,2025-09-01,PAYMENT,1216,ACH
TX000000262,10000061,2025FA,2025-09-01,PAYMENT,1593,CASH
TX000000263,10000061,2025FA,2025-08-28,CHARGE,4869,BILLING
TX000000264,10000061,2025SP,2025-02-01,PAYMENT,1914,ACH
TX000000265,10000061,2025SP,2025-02-01,PAYMENT,1360,CARD
TX000000266,10000061,2025SP,2025-02-01,PAYMENT,736,ACH
TX000000267,10000061,2025SP,2025-01-20,CHARGE,4384,BILLING
TX000000268,10000062,2025FA,2025-09-01,PAYMENT,792,ACH
TX000000269,10000062,2025FA,2025-08-28,CHARGE,8780,BILLING
TX000000270,10000063,2025FA,2025-09-01,PAYMENT,759,CASH
TX000000271,10000063,2025FA,2025-08-28,CHARGE,10507,BILLING
TX000000272,10000063,2025SP,2025-02-01,PAYMENT,1762,ACH
TX000000273,10000063,2025SP,2025-01-20,CHARGE,8744,BILLING
TX000000274,10000064,2025FA,2025-09-01,PAYMENT,267,ACH
TX000000275,10000064,2025FA,2025-08-28,CHARGE,5282,BILLING
TX000000276,10000065,2025FA,2025-09-01,PAYMENT,1897,CARD
TX000000277,10000065,2025FA,2025-09-01,PAYMENT,1783,ACH
TX000000278,10000065,2025FA,2025-08-28,CHARGE,10520,BILLING
TX000000279,10000065,2025SP,2025-02-01,PAYMENT,1404,CASH
TX000000280,10000065,2025SP,2025-02-01,PAYMENT,1084,CASH
TX000000281,10000065,2025SP,2025-02-01,PAYMENT,1662,CARD
TX000000282,10000065,2025SP,2025-01-20,CHARGE,8184,BILLING
TX000000283,10000066,2025FA,2025-09-01,PAYMENT,212,CARD
TX000000284,10000066,2025FA,2025-08-28,CHARGE,4688,BILLING
TX000000285,10000067,2025FA,2025-09-01,PAYMENT,786,CARD
TX000000286,10000067,2025FA,2025-09-01,PAYMENT,392,ACH
TX000000287,10000067,2025FA,2025-08-28,CHARGE,4397,BILLING
TX000000288,10000067,2025SP,2025-02-01,PAYMENT,1009,ACH
TX000000289,10000067,2025SP,2025-02-01,PAYMENT,1110,ACH
TX000000290,10000067,2025SP,2025-02-01,PAYMENT,999,CARD
TX000000291,10000067,2025SP,2025-01-20,CHARGE,7434,BILLING
TX000000292,10000068,2025FA,2025-09-01,PAYMENT,1568,ACH
TX000000293,10000068,2025FA,2025-09-01,PAYMENT,278,CARD
TX000000294,10000068,2025FA,2025-08-28,CHARGE,5134,BILLING
TX000000295,10000069,2025FA,2025-09-01,PAYMENT,1435,CASH
TX000000296,10000069,2025FA,2025-08-28,CHARGE,4782,BILLING
TX000000297,10000070,2025FA,2025-09-01,PAYMENT,722,CASH
TX000000298,10000070,2025FA,2025-08-28,CHARGE,4594,BILLING
TX000000299,10000070,2025SP,2025-02-01,PAYMENT,611,ACH
TX000000300,10000070,2025SP,2025-02-01,PAYMENT,403,CARD
TX000000301,10000070,2025SP,2025-01-20,CHARGE,3843,BILLING
TX000000302,10000071,2025FA,2025-09-01,PAYMENT,998,ACH
TX000000303,10000071,2025FA,2025-09-01,PAYMENT,1222,ACH
TX000000304,10000071,2025FA,2025-08-28,CHARGE,5994,BILLING
TX000000305,10000072,2025FA,2025-09-01,PAYMENT,1813,CASH
TX000000306,10000072,2025FA,2025-08-28,CHARGE,6766,BILLING
TX000000307,10000072,2025SP,2025-02-01,PAYMENT,1745,CARD
TX000000308,10000072,2025SP,2025-02-01,PAYMENT,1951,CARD
TX000000309,10000072,2025SP,2025-01-20,CHARGE,3686,BILLING
TX000000310,10000073,2025FA,2025-09-01,PAYMENT,1110,CASH
TX000000311,10000073,2025FA,2025-09-01,PAYMENT,987,ACH
TX000000312,10000073,2025FA,2025-08-28,CHARGE,4311,BILLING
TX000000313,10000073,2025SP,2025-02-01,PAYMENT,1055,CARD
TX000000314,10000073,2025SP,2025-02-01,PAYMENT,363,CASH
TX000000315,10000073,2025SP,2025-02-01,PAYMENT,1957,CARD
TX000000316,10000073,2025SP,2025-01-20,CHARGE,5157,BILLING
TX000000317,10000074,2025FA,2025-09-01,PAYMENT,896,CASH
TX000000318,10000074,2025FA,2025-09-01,PAYMENT,622,CASH
TX000000319,10000074,2025FA,2025-09-01,PAYMENT,488,CASH
TX000000320,10000074,2025FA,2025-08-28,CHARGE,9276,BILLING
TX000000321,10000075,2025FA,2025-09-01,PAYMENT,1978,ACH
TX000000322,10000075,2025FA,2025-08-28,CHARGE,8573,BILLING
TX000000323,10000076,2025FA,2025-09-01,PAYMENT,1164,CASH
TX000000324,10000076,2025FA,2025-08-28,CHARGE,4913,BILLING
TX000000325,10000077,2025FA,2025-09-01,PAYMENT,526,CARD
TX000000326,10000077,2025FA,2025-09-01,PAYMENT,1805,CASH
TX000000327,10000077,2025FA,2025-08-28,CHARGE,10792,BILLING
TX000000328,10000077,2025SP,2025-02-01,PAYMENT,344,CARD
TX000000329,10000077,2025SP,2025-02-01,PAYMENT,1042,ACH
TX000000330,10000077,2025SP,2025-01-20,CHARGE,8679,BILLING
TX000000331,10000078,2025FA,2025-09-01,PAYMENT,1099,ACH
TX000000332,10000078,2025FA,2025-08-28,CHARGE,12029,BILLING
TX000000333,10000078,2025SP,2025-02-01,PAYMENT,1218,ACH
TX000000334,10000078,2025SP,2025-02-01,PAYMENT,403,CASH
TX000000335,10000078,2025SP,2025-02-01,PAYMENT,1112,CASH
TX000000336,10000078,2025SP,2025-01-20,CHARGE,8822,BILLING
TX000000337,10000079,2025FA,2025-09-01,PAYMENT,1912,CASH
TX000000338,10000079,2025FA,2025-09-01,PAYMENT,1437,ACH
TX000000339,10000079,2025FA,2025-08-28,CHARGE,7981,BILLING
TX000000340,10000080,2025FA,2025-09-01,PAYMENT,1371,CARD
TX000000341,10000080,2025FA,2025-09-01,PAYMENT,407,ACH
TX000000342,10000080,2025FA,2025-09-01,PAYMENT,1888,CASH
TX000000343,10000080,2025FA,2025-08-28,CHARGE,4712,BILLING
TX000000344,10000081,2025FA,2025-09-01,PAYMENT,1217,ACH
TX000000345,10000081,2025FA,2025-09-01,PAYMENT,944,CASH
TX000000346,10000081,2025FA,2025-08-28,CHARGE,8817,BILLING
TX000000347,10000082,2025FA,2025-09-01,PAYMENT,1559,CARD
TX000000348,10000082,2025FA,2025-09-01,PAYMENT,538,ACH
TX000000349,10000082,2025FA,2025-08-28,CHARGE,11399,BILLING
TX000000350,10000082,2025SP,2025-02-01,PAYMENT,332,CARD
TX000000351,10000082,2025SP,2025-01-20,CHARGE,6081,BILLING
TX000000352,10000083,2025FA,2025-09-01,PAYMENT,260,ACH
TX000000353,10000083,2025FA,2025-09-01,PAYMENT,1379,CARD
TX000000354,10000083,2025FA,2025-08-28,CHARGE,9420,BILLING
TX000000355,10000083,2025SP,2025-02-01,PAYMENT,597,ACH
TX000000356,10000083,2025SP,2025-02-01,PAYMENT,1738,CARD
TX000000357,10000083,2025SP,2025-01-20,CHARGE,4033,BILLING
TX000000358,10000084,2025FA,2025-09-01,PAYMENT,628,CASH
TX000000359,10000084,2025FA,2025-09-01,PAYMENT,1711,ACH
TX000000360,10000084,2025FA,2025-09-01,PAYMENT,1793,CASH
TX000000361,10000084,2025FA,2025-08-28,CHARGE,8728,BILLING
TX000000362,10000084,2025SP,2025-02-01,PAYMENT,1940,CARD
TX000000363,10000084,2025SP,2025-01-20,CHARGE,5018,BILLING
TX000000364,10000085,2025FA,2025-09-01,PAYMENT,1988,CARD
TX000000365,10000085,2025FA,2025-08-28,CHARGE,12053,BILLING
TX000000366,10000085,2025SP,2025-02-01,PAYMENT,793,CARD
TX000000367,10000085,2025SP,2025-01-20,CHARGE,3873,BILLING
TX000000368,10000086,2025FA,2025-09-01,PAYMENT,509,ACH
TX000000369,10000086,2025FA,2025-08-28,CHARGE,5075,BILLING
TX000000370,10000087,2025FA,2025-09-01,PAYMENT,1592,CARD
TX000000371,10000087,2025FA,2025-09-01,PAYMENT,392,CARD
TX000000372,10000087,2025FA,2025-08-28,CHARGE,5519,BILLING
TX000000373,10000087,2025SP,2025-02-01,PAYMENT,593,CASH
TX000000374,10000087,2025SP,2025-02-01,PAYMENT,1616,CARD
TX000000375,10000087,2025SP,2025-01-20,CHARGE,4691,BILLING
TX000000376,10000088,2025FA,2025-09-01,PAYMENT,623,CARD
TX000000377,10000088,2025FA,2025-08-28,CHARGE,6460,BILLING
TX000000378,10000089,2025FA,2025-09-01,PAYMENT,964,CARD
TX000000379,10000089,2025FA,2025-09-01,PAYMENT,1806,CASH
TX000000380,10000089,2025FA,2025-09-01,PAYMENT,651,CASH
TX000000381,10000089,2025FA,2025-08-28,CHARGE,4566,BILLING
TX000000382,10000089,2025SP,2025-02-01,PAYMENT,1376,CARD
TX000000383,10000089,2025SP,2025-02-01,PAYMENT,665,ACH
TX000000384,10000089,2025SP,2025-02-01,PAYMENT,1582,CASH
TX000000385,10000089,2025SP,2025-01-20,CHARGE,4673,BILLING
TX000000386,10000090,2025FA,2025-09-01,PAYMENT,1100,ACH
TX000000387,10000090,2025FA,2025-09-01,PAYMENT,1432,ACH
TX000000388,10000090,2025FA,2025-09-01,PAYMENT,688,CASH
TX000000389,10000090,2025FA,2025-08-28,CHARGE,8721,BILLING
TX000000390,10000091,2025FA,2025-09-01,PAYMENT,1414,CARD
